"","word","freq","sentRes","color"
"1337","discord❗️",1,-0.75,"#B3050989"
"1338","discord🗥httpstcolevietn➡say",1,-0.75,"#B3050989"
"1339","distract",1,-0.75,"#B3050989"
"1340","disturb",1,-0.5,"#B305095B"
"1341","doom",1,-0.75,"#B3050989"
"1342","downnn🗥alien",1,-0.6,"#B305096D"
"1343","dread",1,-0.75,"#B3050989"
"1344","dreams»",1,0.25,"#03590C2E"
"1345","dream”",1,0.25,"#03590C2E"
"1346","dropout",1,-0.25,"#B305092E"
"1347","elder",1,0.4,"#03590C49"
"1348","empty…",1,-0.25,"#B305092E"
"1349","enchant",1,0.5,"#03590C5B"
"1350","enemy🗥nnnft",1,-1,"#B30509B6"
"1351","enjoy✨🇥✨🗥🇥",1,0.75,"#03590C89"
"1352","enjoy🗥",1,0.75,"#03590C89"
"1353","ensure",1,0.8,"#03590C92"
"1354","essential",1,0.6,"#03590C6D"
"1355","esteem",1,0.6,"#03590C6D"
"1356","excited🗥🗥nn🇥current",1,0.75,"#03590C89"
"1357","excitement🇥🇥nn⌛️within",1,1,"#03590CB6"
"1358","exile",1,-0.5,"#B305095B"
"1359","fair🗥nnkao",1,0.75,"#03590C89"
"1360","fallow",1,-0.6,"#B305096D"
"1361","famous‼️nneth",1,0.5,"#03590C5B"
"1362","fans",1,0.6,"#03590C6D"
"1363","fantastic🧥🗥nnloudmarketnft",1,0.75,"#03590C89"
"1364","fate",1,-0.25,"#B305092E"
"1365","fatherhood",1,0.6,"#03590C6D"
"1366","favorites—",1,0.8,"#03590C92"
"1367","fearless",1,1,"#03590CB6"
"1368","fee’snnbuy",1,-0.6,"#B305096D"
"1369","fee⚡️nnhttpstcogrikwyxnn🗥thank",1,-0.1,"#B3050912"
"1370","fellowship",1,0.8,"#03590C92"
"1371","fire”nacrylicpour",1,-0.25,"#B305092E"
"1372","fire🗥njoin",1,-0.25,"#B305092E"
"1373","firstn⚠️avoid",1,-0.5,"#B305095B"
"1374","flawless",1,0.6,"#03590C6D"
"1375","followers🇥nn🇥thank",1,0.5,"#03590C5B"
"1376","follow cpjgn️⃣like",1,0.5,"#03590C5B"
"1377","fortune",1,0.5,"#03590C5B"
"1378","fraud",1,-0.75,"#B3050989"
"1379","free…",1,0.5,"#03590C5B"
"1380","friendship",1,0.5,"#03590C5B"
"1381","friend…🧥🧥nnnft",1,0.8,"#03590C92"
"1382","frighten",1,-0.75,"#B3050989"
"1383","fruition",1,0.25,"#03590C2E"
"1384","fun🗥nnnft",1,0.75,"#03590C89"
"1385","furious",1,-1,"#B30509B6"
"1386","gateplay endeavor seems     growth plan nand will  likely   top firm   coming  nyears ngateplayplatform",1,0.75,"#03590C89"
"1387","gem’",1,0.5,"#03590C5B"
"1388","genius🗥",1,0.5,"#03590C5B"
"1389","gift🧥nn",1,0.5,"#03590C5B"
"1390","giving",1,0.25,"#03590C2E"
"1391","glitter",1,0.6,"#03590C6D"
"1392","glorious",1,0.5,"#03590C5B"
"1393","going🗥🗥great",1,0.5,"#03590C5B"
"1394","gold✨",1,0.5,"#03590C5B"
"1395","gold🗥🗥🗥nnbi",1,0.5,"#03590C5B"
"1396","good🗥",1,0.75,"#03590C89"
"1397","goo✌🇥🇥nnbuffyourbodyndzeybek",1,-0.25,"#B305092E"
"1398","grave",1,-0.5,"#B305095B"
"1399","grimm",1,-0.6,"#B305096D"
"1400","grinding",1,-0.5,"#B305095B"
"1401","gross",1,-1,"#B30509B6"
"1402","groundwork",1,0.4,"#03590C49"
"1403","growing🗥🗥🧥",1,0.8,"#03590C92"
"1404","growth🗥naktherlabibanvubaolongndtvbipxmyjmeinktumkhxbywukrzhhwrlkijqegntgmtmnhyuzccnairdrop",1,0.5,"#03590C5B"
"1405","growth🗥ncnft",1,0.5,"#03590C5B"
"1406","grow🗥nn",1,0.8,"#03590C92"
"1407","grumpy🗥",1,-0.5,"#B305095B"
"1408","guilt",1,-1,"#B30509B6"
"1409","habitat",1,0.6,"#03590C6D"
"1410","hardship",1,-0.75,"#B3050989"
"1411","harm",1,-0.75,"#B3050989"
"1412","healthy’",1,0.75,"#03590C89"
"1413","heck",1,-0.25,"#B305092E"
"1414","honored",1,1,"#03590CB6"
"1415","hot🗥naungchan",1,-0.25,"#B305092E"
"1416","household",1,0.6,"#03590C6D"
"1417","httpstcoemccjpusimn🧥discord",1,-0.75,"#B3050989"
"1418","httpstcoobglqguamn✨new",1,0.8,"#03590C92"
"1419","httpstcopbctgjgswnn🗥new",1,0.8,"#03590C92"
"1420","httpstcotepyxefqnn🗥adopt",1,0.5,"#03590C5B"
"1421","httpstcovozkmptjoann🗥win",1,0.5,"#03590C5B"
"1422","humor…nnnftart",1,0.5,"#03590C5B"
"1423","hunting",1,-0.25,"#B305092E"
"1424","hunting❗️nnpolygonnft",1,-0.25,"#B305092E"
"1425","hurt",1,-0.75,"#B3050989"
"1426","hype”",1,-0.5,"#B305095B"
"1427","idol",1,0.25,"#03590C2E"
"1428","ignored",1,-0.6,"#B305096D"
"1429","important",1,0.75,"#03590C89"
"1430","important🧥nnhttpstcodxjszkgwnnnftcommun",1,0.75,"#03590C89"
"1431","imposter",1,-0.8,"#B3050992"
"1432","incase",1,-0.25,"#B305092E"
"1433","increased❗nnwinn",1,0.5,"#03590C5B"
"1434","insane",1,-0.75,"#B3050989"
"1435","intelligence🗥🗥⁠n⁠nnft",1,0.5,"#03590C5B"
"1436","interesting！ntomleenlioubochennifinishnnxceafacceccfdbennairdrop",1,0.75,"#03590C89"
"1437","interesting！ntomleenlioubochennifinishnxacbaffffbacadaabaadbfannairdrop",1,0.75,"#03590C89"
"1438","jackpot",1,1,"#03590CB6"
"1439","jargon",1,-0.4,"#B3050949"
"1440","junk",1,-0.5,"#B305095B"
"1441","keen",1,0.5,"#03590C5B"
"1442","kinder",1,0.6,"#03590C6D"
"1443","king”",1,0.1,"#03590C12"
"1444","knowledge",1,0.6,"#03590C6D"
"1445","late❗️🗥",1,-0.25,"#B305092E"
"1446","late🗥nn🗥bui",1,-0.25,"#B305092E"
"1447","late🗥🗥nburgerito",1,-0.25,"#B305092E"
"1448","launch🗥n✅doxx",1,-0.1,"#B3050912"
"1449","lawless",1,-1,"#B30509B6"
"1450","liar",1,-1,"#B30509B6"
"1451","liberty🗥",1,0.5,"#03590C5B"
"1452","library🗥",1,0.6,"#03590C6D"
"1453","lighten",1,0.25,"#03590C2E"
"1454","liken️⃣join",1,0.25,"#03590C2E"
"1455","like🗥n⚔️nft",1,0.5,"#03590C5B"
"1456","linchpin",1,-0.25,"#B305092E"
"1457","lonely…",1,-0.75,"#B3050989"
"1458","loud”nnavailabl",1,-0.25,"#B305092E"
"1459","love❤️",1,0.75,"#03590C89"
"1460","love🇥nsuperbabyap",1,0.75,"#03590C89"
"1461","love🗥nhelp",1,0.75,"#03590C89"
"1462","lucky🗥nenarevers",1,0.75,"#03590C89"
"1463","luck❣️❤️nashikra",1,0.75,"#03590C89"
"1464","luck🇥",1,0.75,"#03590C89"
"1465","luck🗥nndulaninadeesha",1,0.75,"#03590C89"
"1466","luck🧥🧥nnuochoa",1,0.75,"#03590C89"
"1467","luck🧥🧥🧥",1,0.75,"#03590C89"
"1468","mate🇥🧥🗥🇥",1,0.6,"#03590C6D"
"1469","merit",1,0.75,"#03590C89"
"1470","misalign",1,-1,"#B30509B6"
"1471","mislead",1,-0.5,"#B305095B"
"1472","mistress",1,-0.5,"#B305095B"
"1473","mobster",1,-1,"#B30509B6"
"1474","money⚡️nn",1,0.6,"#03590C6D"
"1475","money🗥🗥🗥nzukimoba",1,0.6,"#03590C6D"
"1476","monthn❤️develop",1,0.1,"#03590C12"
"1477","nab",1,-0.6,"#B305096D"
"1478","new​",1,0.8,"#03590C92"
"1479","nftn🗥like❤️",1,0.5,"#03590C5B"
"1480","nft🗥ownership",1,0.6,"#03590C6D"
"1481","nice…",1,0.5,"#03590C5B"
"1482","nice🗥🗥nget",1,0.5,"#03590C5B"
"1483","nn🗥surprise",1,0.6,"#03590C6D"
"1484","notorious",1,-0.75,"#B3050989"
"1485","number🗥nn🗥join",1,0.25,"#03590C2E"
"1486","n⃣join",1,0.25,"#03590C2E"
"1487","n✅fair",1,0.75,"#03590C89"
"1488","n✅talk",1,0.4,"#03590C49"
"1489","n✨new",1,0.8,"#03590C92"
"1490","n🇥reward",1,0.75,"#03590C89"
"1491","n🗥discord🇥",1,-0.75,"#B3050989"
"1492","n🗥enjoy",1,0.75,"#03590C89"
"1493","n🗥pleas",1,-0.4,"#B3050949"
"1494","oath",1,0.4,"#03590C49"
"1495","offer🗥n",1,0.1,"#03590C12"
"1496","offer🗥nn",1,0.1,"#03590C12"
"1497","offer🗥✨nnprotect",1,0.1,"#03590C12"
"1498","offer🗥️nnhttpstcopzvbelhlaunnhttpstcozvkcrydoonnhttpstcoaxahlvffyunnhttpstcoalaslytnnhttpstcownwxvvlxmnnnft",1,0.1,"#03590C12"
"1499","omen",1,-0.8,"#B3050992"
"1500","opportunity🗥ncom",1,0.5,"#03590C5B"
"1501","organic",1,0.4,"#03590C49"
"1502","orphan",1,-0.5,"#B305095B"
"1503","overthink",1,-1,"#B30509B6"
"1504","overtook",1,-0.8,"#B3050992"
"1505","participation🗥nnprodiprajntanvimn",1,0.6,"#03590C6D"
"1506","participation🗥nnthi",1,0.6,"#03590C6D"
"1507","partner🗥🇥",1,0.8,"#03590C92"
"1508","patron",1,0.1,"#03590C12"
"1509","pervert",1,-0.5,"#B305095B"
"1510","picnic",1,0.6,"#03590C6D"
"1511","pirate",1,-0.1,"#B3050912"
"1512","ponder",1,0.4,"#03590C49"
"1513","present🇥🇥nnxcddeabcecebbefddeabcdnnnft",1,0.25,"#03590C2E"
"1514","pretend",1,-0.75,"#B3050989"
"1515","prize🇥nnnft",1,0.8,"#03590C92"
"1516","profound",1,1,"#03590CB6"
"1517","progress“",1,0.75,"#03590C89"
"1518","prohibit",1,-0.8,"#B3050992"
"1519","projectn🗥solid",1,0.25,"#03590C2E"
"1520","project❤️❣️good",1,0.75,"#03590C89"
"1521","promise",1,0.75,"#03590C89"
"1522","propaganda",1,-0.75,"#B3050989"
"1523","prosper",1,0.5,"#03590C5B"
"1524","protector",1,0.8,"#03590C92"
"1525","pups",1,0.6,"#03590C6D"
"1526","quitter",1,-1,"#B30509B6"
"1527","quiz",1,-0.25,"#B305092E"
"1528","ready🗥🗥🗥n",1,0.8,"#03590C92"
"1529","reasonably🇥nnslimepet",1,1,"#03590CB6"
"1530","recount",1,-0.25,"#B305092E"
"1531","refuse”",1,-0.75,"#B3050989"
"1532","regress",1,-0.5,"#B305095B"
"1533","regret』nnnftnnftjapan",1,-0.75,"#B3050989"
"1534","relish",1,0.8,"#03590C92"
"1535","replenish",1,0.8,"#03590C92"
"1536","restrict",1,-0.75,"#B3050989"
"1537","retard",1,-0.75,"#B3050989"
"1538","retreat",1,-0.75,"#B3050989"
"1539","rewarded",1,0.5,"#03590C5B"
"1540","rich🗥🗥nkucoin",1,0.5,"#03590C5B"
"1541","rife",1,-0.5,"#B305095B"
"1542","rip",1,-0.25,"#B305092E"
"1543","robber",1,-0.5,"#B305095B"
"1544","sadness",1,-0.5,"#B305095B"
"1545","saliva",1,-0.4,"#B3050949"
"1546","saver",1,0.8,"#03590C92"
"1547","scapegoat❤️nwrit",1,-1,"#B30509B6"
"1548","scare",1,-0.75,"#B3050989"
"1549","secure⁉️",1,0.5,"#03590C5B"
"1550","shady🧥nnnft",1,-0.5,"#B305095B"
"1551","shame",1,-0.75,"#B3050989"
"1552","shares",1,0.1,"#03590C12"
"1553","shimmer",1,0.25,"#03590C2E"
"1554","sick🧥🧥nnnft",1,-0.75,"#B3050989"
"1555","simplest",1,0.4,"#03590C49"
"1556","slow☕☕☕",1,-0.25,"#B305092E"
"1557","smiles”",1,0.5,"#03590C5B"
"1558","smitten",1,0.75,"#03590C89"
"1559","softer",1,0.6,"#03590C6D"
"1560","spank",1,-0.5,"#B305095B"
"1561","spite",1,-0.5,"#B305095B"
"1562","splendid",1,1,"#03590CB6"
"1563","spoil",1,-0.5,"#B305095B"
"1564","stainless",1,0.5,"#03590C5B"
"1565","steal🗥",1,-0.75,"#B3050989"
"1566","stolen",1,-0.75,"#B3050989"
"1567","stop…",1,-0.4,"#B3050949"
"1568","strange",1,-0.5,"#B305095B"
"1569","stray",1,-0.5,"#B305095B"
"1570","strike",1,-0.75,"#B3050989"
"1571","successful",1,0.75,"#03590C89"
"1572","success✅nnrobbywoynsiamnshohagnnslimepet",1,0.75,"#03590C89"
"1573","success🇥naktershaznin",1,0.75,"#03590C89"
"1574","success🇥🇥🧥🧥nncahyadiayya",1,0.75,"#03590C89"
"1575","success🧥🧥nnzell",1,0.75,"#03590C89"
"1576","sucker",1,-0.5,"#B305095B"
"1577","superman                              ",1,0.8,"#03590C92"
"1578","superstar",1,0.8,"#03590C92"
"1579","supply🗥nn🗥break",1,-0.25,"#B305092E"
"1580","support🗥nnft",1,0.5,"#03590C5B"
"1581","support🗥nnopensea",1,0.5,"#03590C5B"
"1582","support🧥nnslabblenft",1,0.5,"#03590C5B"
"1583","supreme",1,0.5,"#03590C5B"
"1584","survival”",1,0.6,"#03590C6D"
"1585","suspect",1,-0.75,"#B3050989"
"1586","temper",1,-0.5,"#B305095B"
"1587","thanks🗥n",1,0.6,"#03590C6D"
"1588","thieves",1,-1,"#B30509B6"
"1589","thisn🗥eat",1,0.6,"#03590C6D"
"1590","tranquil",1,0.75,"#03590C89"
"1591","trash🗥",1,-0.5,"#B305095B"
"1592","trending🧥🧥🗥nnbabysamo",1,0.4,"#03590C49"
"1593","trigger",1,-0.4,"#B3050949"
"1594","true🧥",1,0.5,"#03590C5B"
"1595","undercut",1,-0.4,"#B3050949"
"1596","underworld",1,-0.6,"#B305096D"
"1597","unexpected",1,-0.25,"#B305092E"
"1598","unfit",1,-1,"#B30509B6"
"1599","unreal",1,-0.4,"#B3050949"
"1600","upset",1,-0.75,"#B3050989"
"1601","us🗥n➡join",1,0.25,"#03590C2E"
"1602","utility🗥nnlov",1,0.4,"#03590C49"
"1603","viper",1,-0.25,"#B305092E"
"1604","virus🗥n",1,-0.5,"#B305095B"
"1605","vomit",1,-1,"#B30509B6"
"1606","wary🗥nnhttpstcourdmlqfnnnft",1,-1,"#B30509B6"
"1607","war🗥nnftartist",1,-0.5,"#B305095B"
"1608","waver",1,-0.8,"#B3050992"
"1609","well🗥nthi",1,0.8,"#03590C92"
"1610","whoop",1,0.4,"#03590C49"
"1611","widespread",1,-0.25,"#B305092E"
"1612","winner🗥nnit’",1,0.75,"#03590C89"
"1613","winn🗥join",1,0.25,"#03590C2E"
"1614","win”npixlcoin",1,0.5,"#03590C5B"
"1615","win❤️❤️",1,0.5,"#03590C5B"
"1616","wireless",1,0.25,"#03590C2E"
"1617","wow…beastiesonlin",1,0.5,"#03590C5B"
"1618","wreck",1,-0.75,"#B3050989"
"1619","xrptoolkitnn✅discord",1,-0.75,"#B3050989"
"1620","yes‼️🗥",1,0.8,"#03590C92"
"1621","younger",1,0.25,"#03590C2E"
"1622","zombie",1,-0.25,"#B305092E"
"1623","«break»",1,-0.25,"#B305092E"
"1624","«dream",1,0.25,"#03590C2E"
"1625","«frozen",1,-0.25,"#B305092E"
"1626","‘fake’",1,-0.75,"#B3050989"
"1627","“alien",1,-0.6,"#B305096D"
"1628","“anxiety”",1,-1,"#B30509B6"
"1629","“arcane”",1,-0.4,"#B3050949"
"1630","“enough”nnit",1,-0.25,"#B305092E"
"1631","“error",1,-1,"#B30509B6"
"1632","“savior”nn“you",1,1,"#03590CB6"
"1633","“stop",1,-0.4,"#B3050949"
"1634","“unknown",1,-0.5,"#B305095B"
"1635","“vertigo”",1,-0.5,"#B305095B"
"1636","““vice",1,-0.5,"#B305095B"
"1637","”grow",1,0.8,"#03590C92"
"1638","„work",1,0.25,"#03590C2E"
"1639","‼️attention‼️nnde’punk",1,0.25,"#03590C2E"
"1640","⚔️bold⚔️",1,0.25,"#03590C2E"
"1641","⚠️wizard",1,0.4,"#03590C49"
"1642","⚡️⚡️⚡️new",1,0.8,"#03590C92"
"1643","⚡️🗥new",1,0.8,"#03590C92"
"1644","✨big",1,0.25,"#03590C2E"
"1645","✨new",1,0.8,"#03590C92"
"1646","✨update✨new",1,0.8,"#03590C92"
"1647","✨⚡️new",1,0.8,"#03590C92"
"1648","❤️dear",1,0.5,"#03590C5B"
"1649","⭐️discord",1,-0.75,"#B3050989"
"1650","（worth",1,0.75,"#03590C89"
"1651","🇥free",1,0.5,"#03590C5B"
"1652","🇥good",1,0.75,"#03590C89"
"1653","🇥🗥weird",1,-0.25,"#B305092E"
"1654","🗥amaze",1,0.5,"#03590C5B"
"1655","🗥angel🗥ncheck",1,0.5,"#03590C5B"
"1656","🗥berserk",1,-0.5,"#B305095B"
"1657","🗥blind",1,-0.75,"#B3050989"
"1658","🗥cute",1,0.75,"#03590C89"
"1659","🗥dank",1,-0.4,"#B3050949"
"1660","🗥ghost",1,-0.6,"#B305096D"
"1661","🗥grow",1,0.8,"#03590C92"
"1662","🗥lion",1,0.1,"#03590C12"
"1663","🗥love",1,0.75,"#03590C89"
"1664","🗥monster",1,-0.5,"#B305095B"
"1665","🗥nn“blow",1,-0.4,"#B3050949"
"1666","🗥nn⭐️join",1,0.25,"#03590C2E"
"1667","🗥nn🗥great",1,0.5,"#03590C5B"
"1668","🗥n🗥🗥new",1,0.8,"#03590C92"
"1669","🗥n🧥thank",1,0.5,"#03590C5B"
"1670","🗥sneak",1,-0.5,"#B305095B"
"1671","🗥special",1,0.8,"#03590C92"
"1672","🗥white",1,0.4,"#03590C49"
"1673","🗥work",1,0.25,"#03590C2E"
"1674","🗥“memento",1,0.25,"#03590C2E"
"1675","🗥🗥🗥new",1,0.8,"#03590C92"
"1676","🗥🗥🗥nn🇥imposter",1,-0.8,"#B3050992"
"1677","🗥🗥🗥sneak",1,-0.5,"#B305095B"
"1678","🗥🗥🗥visit",1,0.4,"#03590C49"
"1679","🧥new",1,0.8,"#03590C92"
"1680","🧥🧥welcome",1,0.5,"#03590C5B"
"1681","NFT",2681,0,"#00000099"
